,region,year,barley,energy forest,fallow land,"field peas for cooking, fodder peas, vetches and field beans",green fodder,green peas,horticulture plants,ley for hay and forage plants,ley for seeds,mixed grain,mixed grain and triticale,not utilized ley for hay and pasture,oats,oil flax,other crops,other untilled arable land,potatoes for processing of starch,rye,spring barley,spring rape,spring turnip rape,spring wheat,sugar beets,table potatoes,total arable land,triticale,unspecified arable land,utilized ley for hay,utilized ley for hay and pasture,utilized pasture,white beans,winter barley,winter rape,winter turnip rape,winter wheat
0,0114 Upplands Väsby,1981,500.0,0.0,179.0,0.0,43.0,0.0,0.0,0.0,0.0,7.0,0.0,32.0,225.0,0.0,6.0,24.0,0.0,0.0,0.0,95.0,81.0,212.0,0.0,2.0,1715.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,80.0
1,0114 Upplands Väsby,1985,586.0,0.0,30.0,11.0,63.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,199.0,0.0,4.0,38.0,0.0,5.0,0.0,71.0,169.0,208.0,0.0,3.0,1652.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,40.0
2,0114 Upplands Väsby,1989,264.0,0.0,124.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,3.0,32.0,0.0,82.0,0.0,72.0,105.0,0.0,0.0,2.0,1614.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,14.0,477.0
3,0114 Upplands Väsby,1990,213.0,0.0,57.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,194.0,0.0,3.0,15.0,0.0,72.0,0.0,72.0,57.0,0.0,0.0,2.0,1478.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,2.0,520.0
4,0114 Upplands Väsby,1991,328.0,0.0,91.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,111.0,0.0,5.0,331.0,0.0,26.0,0.0,24.0,81.0,7.0,0.0,1.0,1419.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,6.0,180.0
5,0114 Upplands Väsby,1992,106.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,92.0,0.0,6.0,420.0,0.0,0.0,0.0,7.0,67.0,0.0,0.0,0.0,1311.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,213.0
6,0114 Upplands Väsby,1993,0.0,0.0,7.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,38.0,70.0,0.0,16.0,391.0,0.0,0.0,114.0,4.0,87.0,0.0,0.0,0.0,1288.0,0.0,0.0,0.0,0.0,172.0,0.0,6.0,0.0,0.0,195.0
7,0114 Upplands Väsby,1994,0.0,0.0,28.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,34.0,175.0,0.0,18.0,431.0,0.0,0.0,127.0,31.0,71.0,0.0,0.0,0.0,1434.0,0.0,0.0,0.0,0.0,162.0,0.0,6.0,0.0,0.0,194.0
8,0114 Upplands Väsby,1995,0.0,0.0,444.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,19.0,85.0,0.0,19.0,96.0,0.0,0.0,135.0,0.0,78.0,12.0,0.0,0.0,1398.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,4.0,0.0,230.0
9,0114 Upplands Väsby,1999,0.0,0.0,211.0,67.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,8.0,103.0,4.0,5.0,49.0,0.0,0.0,135.0,159.0,38.0,28.0,0.0,0.0,1380.0,3.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,291.0
10,0114 Upplands Väsby,2001,0.0,0.0,150.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,3.0,0.0,0.0,0.0,188.0,107.0,0.0,0.0,0.0,0.0,1310.0,0.0,38.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,393.0
11,0114 Upplands Väsby,2002,0.0,0.0,190.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,6.0,0.0,0.0,158.0,102.0,0.0,0.0,0.0,0.0,1286.0,0.0,36.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,330.0
12,0114 Upplands Väsby,2003,0.0,0.0,171.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,20.0,0.0,23.0,0.0,0.0,93.0,144.0,0.0,0.0,0.0,0.0,1281.0,0.0,23.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,433.0
13,0114 Upplands Väsby,2005,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,94.0,0.0,7.0,0.0,0.0,1353.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,408.0
14,0115 Vallentuna,1981,2270.0,0.0,651.0,106.0,48.0,0.0,0.0,0.0,0.0,405.0,0.0,38.0,1967.0,0.0,6.0,56.0,0.0,193.0,0.0,100.0,185.0,429.0,0.0,1.0,8716.0,0.0,0.0,0.0,1771.0,0.0,0.0,0.0,3.0,25.0,462.0
15,0115 Vallentuna,1985,2190.0,0.0,424.0,153.0,52.0,0.0,0.0,0.0,0.0,140.0,0.0,25.0,2055.0,0.0,48.0,37.0,0.0,94.0,0.0,177.0,476.0,603.0,0.0,6.0,8600.0,0.0,0.0,0.0,1556.0,0.0,0.0,0.0,24.0,63.0,477.0
16,0115 Vallentuna,1989,1234.0,0.0,833.0,127.0,19.0,0.0,0.0,0.0,10.0,16.0,0.0,178.0,1519.0,0.0,21.0,107.0,0.0,276.0,0.0,155.0,324.0,90.0,0.0,8.0,8432.0,0.0,0.0,0.0,1940.0,0.0,0.0,0.0,35.0,188.0,1352.0
17,0115 Vallentuna,1990,1251.0,0.0,725.0,146.0,54.0,0.0,0.0,0.0,0.0,0.0,19.0,162.0,1488.0,0.0,27.0,26.0,0.0,282.0,0.0,208.0,224.0,17.0,0.0,9.0,8594.0,0.0,0.0,0.0,2199.0,0.0,0.0,0.0,7.0,149.0,1601.0
18,0115 Vallentuna,1991,1358.0,0.0,460.0,68.0,113.0,0.0,0.0,0.0,0.0,0.0,32.0,305.0,1374.0,0.0,36.0,820.0,0.0,82.0,0.0,228.0,202.0,101.0,0.0,9.0,8215.0,0.0,0.0,0.0,2111.0,0.0,0.0,0.0,39.0,111.0,766.0
19,0115 Vallentuna,1992,1160.0,0.0,241.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,155.0,1272.0,0.0,55.0,933.0,0.0,78.0,0.0,189.0,219.0,87.0,0.0,7.0,8265.0,0.0,0.0,0.0,2699.0,0.0,0.0,0.0,16.0,38.0,1026.0
20,0115 Vallentuna,1993,0.0,0.0,264.0,28.0,0.0,0.0,0.0,1736.0,0.0,75.0,0.0,110.0,1086.0,0.0,50.0,909.0,0.0,78.0,1047.0,99.0,203.0,62.0,0.0,8.0,8286.0,26.0,0.0,0.0,0.0,971.0,0.0,83.0,61.0,14.0,1376.0
21,0115 Vallentuna,1994,0.0,0.0,252.0,36.0,0.0,0.0,0.0,1698.0,27.0,103.0,0.0,80.0,1177.0,0.0,65.0,835.0,0.0,72.0,1204.0,300.0,220.0,32.0,0.0,4.0,8210.0,52.0,0.0,0.0,0.0,1041.0,0.0,62.0,73.0,0.0,878.0
22,0115 Vallentuna,1995,0.0,0.0,1376.0,113.0,0.0,0.0,0.0,1574.0,0.0,81.0,0.0,78.0,1069.0,0.0,65.0,167.0,0.0,80.0,1186.0,108.0,115.0,52.0,0.0,5.0,8055.0,125.0,0.0,0.0,0.0,860.0,0.0,48.0,9.0,10.0,936.0
23,0115 Vallentuna,1999,0.0,47.0,1123.0,142.0,0.0,0.0,8.0,0.0,0.0,44.0,0.0,74.0,1221.0,264.0,1.0,184.0,0.0,38.0,1276.0,138.0,185.0,126.0,0.0,2.0,8049.0,27.0,0.0,0.0,2301.0,0.0,0.0,32.0,3.0,0.0,815.0
24,0115 Vallentuna,2001,0.0,46.0,1034.0,63.0,13.0,0.0,3.0,0.0,0.0,30.0,0.0,0.0,1029.0,22.0,60.0,0.0,0.0,64.0,938.0,119.0,93.0,18.0,0.0,2.0,7768.0,84.0,130.0,0.0,2419.0,0.0,0.0,25.0,0.0,27.0,1549.0
25,0115 Vallentuna,2002,0.0,39.0,1093.0,54.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1176.0,1.0,2.0,54.0,0.0,50.0,810.0,203.0,77.0,41.0,0.0,1.0,7701.0,51.0,81.0,0.0,2487.0,0.0,0.0,0.0,0.0,40.0,1434.0
26,0115 Vallentuna,2003,0.0,35.0,1114.0,56.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,996.0,0.0,1.0,86.0,0.0,44.0,721.0,306.0,42.0,39.0,0.0,1.0,7718.0,97.0,86.0,0.0,2371.0,0.0,0.0,3.0,0.0,11.0,1700.0
27,0115 Vallentuna,2005,0.0,34.0,1317.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,1.0,17.0,0.0,0.0,818.0,311.0,0.0,123.0,0.0,1.0,7939.0,156.0,38.0,0.0,2782.0,0.0,0.0,14.0,0.0,0.0,1518.0
28,0117 Österåker,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0117 Österåker,1985,501.0,0.0,143.0,50.0,2.0,0.0,0.0,0.0,1.0,105.0,0.0,11.0,526.0,0.0,7.0,36.0,0.0,8.0,0.0,90.0,139.0,69.0,0.0,9.0,2519.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,4.0,38.0
30,0117 Österåker,1989,293.0,0.0,322.0,27.0,16.0,0.0,0.0,0.0,0.0,47.0,0.0,32.0,365.0,0.0,18.0,37.0,0.0,62.0,0.0,39.0,106.0,37.0,0.0,1.0,2332.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,37.0,11.0,214.0
31,0117 Österåker,1990,244.0,0.0,214.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,380.0,0.0,17.0,50.0,0.0,21.0,0.0,70.0,94.0,43.0,0.0,3.0,2195.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,29.0,0.0,279.0
32,0117 Österåker,1991,204.0,0.0,175.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,252.0,0.0,13.0,442.0,0.0,4.0,0.0,37.0,62.0,33.0,0.0,3.0,2160.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,36.0,67.0
33,0117 Österåker,1992,205.0,0.0,85.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,149.0,220.0,0.0,27.0,418.0,0.0,9.0,0.0,19.0,50.0,2.0,0.0,6.0,2008.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0,26.0,145.0
34,0117 Österåker,1993,0.0,0.0,107.0,15.0,0.0,0.0,0.0,453.0,2.0,3.0,0.0,77.0,204.0,0.0,21.0,376.0,0.0,11.0,215.0,26.0,42.0,9.0,0.0,4.0,1959.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,30.0,153.0
35,0117 Österåker,1994,0.0,0.0,112.0,1.0,0.0,0.0,0.0,429.0,2.0,1.0,0.0,70.0,192.0,0.0,21.0,225.0,0.0,0.0,222.0,8.0,50.0,11.0,0.0,4.0,1811.0,0.0,0.0,0.0,0.0,246.0,0.0,63.0,0.0,28.0,127.0
36,0117 Österåker,1995,0.0,0.0,402.0,1.0,0.0,0.0,0.0,506.0,0.0,5.0,0.0,75.0,222.0,0.0,8.0,113.0,0.0,16.0,268.0,5.0,44.0,69.0,0.0,3.0,2106.0,0.0,0.0,0.0,0.0,270.0,0.0,42.0,0.0,27.0,31.0
37,0117 Österåker,1999,0.0,0.0,193.0,29.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,41.0,286.0,13.0,3.0,57.0,0.0,14.0,280.0,23.0,82.0,9.0,0.0,1.0,2004.0,0.0,0.0,0.0,812.0,0.0,0.0,6.0,0.0,0.0,145.0
38,0117 Österåker,2001,0.0,0.0,174.0,20.0,0.0,0.0,10.0,0.0,2.0,2.0,0.0,0.0,262.0,0.0,18.0,0.0,0.0,3.0,210.0,42.0,52.0,1.0,0.0,2.0,1940.0,0.0,180.0,0.0,740.0,0.0,0.0,1.0,0.0,0.0,223.0
39,0117 Österåker,2002,0.0,0.0,192.0,7.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,216.0,0.0,0.0,19.0,0.0,9.0,181.0,58.0,31.0,5.0,0.0,1.0,1911.0,0.0,166.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,267.0
40,0117 Österåker,2003,0.0,0.0,208.0,0.0,15.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,216.0,0.0,0.0,29.0,0.0,17.0,174.0,7.0,35.0,0.0,0.0,1.0,1900.0,0.0,115.0,0.0,793.0,0.0,0.0,0.0,3.0,0.0,275.0
41,0117 Österåker,2005,0.0,0.0,240.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,4.0,0.0,0.0,109.0,74.0,0.0,0.0,0.0,1.0,1918.0,0.0,26.0,0.0,974.0,0.0,0.0,0.0,0.0,0.0,260.0
42,0120 Värmdö,1981,222.0,0.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,141.0,0.0,2.0,46.0,0.0,7.0,0.0,145.0,0.0,173.0,0.0,3.0,1559.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,149.0
43,0120 Värmdö,1985,342.0,0.0,182.0,10.0,18.0,0.0,0.0,0.0,3.0,11.0,0.0,24.0,162.0,0.0,10.0,28.0,0.0,2.0,0.0,15.0,123.0,170.0,0.0,7.0,1513.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,22.0,12.0
44,0120 Värmdö,1989,165.0,0.0,123.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,36.0,46.0,0.0,24.0,63.0,0.0,5.0,0.0,24.0,63.0,26.0,0.0,8.0,1312.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,40.0,183.0
45,0120 Värmdö,1990,73.0,0.0,117.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,18.0,60.0,77.0,0.0,24.0,43.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,6.0,1106.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,127.0
46,0120 Värmdö,1991,45.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,66.0,46.0,0.0,18.0,114.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,6.0,1146.0,0.0,0.0,0.0,561.0,0.0,0.0,0.0,7.0,34.0,26.0
47,0120 Värmdö,1992,42.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,87.0,97.0,0.0,17.0,169.0,0.0,0.0,0.0,16.0,27.0,38.0,0.0,6.0,1214.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,42.0
48,0120 Värmdö,1993,0.0,0.0,16.0,0.0,0.0,0.0,0.0,349.0,1.0,7.0,0.0,103.0,65.0,0.0,45.0,172.0,0.0,0.0,51.0,19.0,6.0,7.0,0.0,10.0,1276.0,0.0,0.0,0.0,0.0,374.0,0.0,2.0,0.0,0.0,51.0
49,0120 Värmdö,1994,0.0,0.0,39.0,0.0,0.0,0.0,0.0,394.0,0.0,6.0,0.0,26.0,70.0,0.0,53.0,177.0,0.0,2.0,37.0,0.0,16.0,33.0,0.0,5.0,1236.0,0.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,12.0
50,0120 Värmdö,1995,0.0,0.0,195.0,0.0,0.0,0.0,0.0,315.0,0.0,7.0,0.0,32.0,38.0,0.0,14.0,48.0,0.0,8.0,64.0,0.0,0.0,9.0,0.0,5.0,1122.0,0.0,0.0,0.0,0.0,340.0,0.0,14.0,0.0,0.0,33.0
51,0120 Värmdö,1999,0.0,0.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,71.0,67.0,0.0,2.0,110.0,0.0,0.0,51.0,19.0,40.0,0.0,0.0,5.0,1134.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,78.0
52,0120 Värmdö,2001,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,42.0,0.0,0.0,0.0,68.0,0.0,44.0,2.0,0.0,4.0,1056.0,0.0,124.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,152.0
53,0120 Värmdö,2002,0.0,0.0,114.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,86.0,0.0,0.0,40.0,0.0,0.0,39.0,0.0,54.0,0.0,0.0,4.0,1064.0,0.0,110.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,114.0
54,0120 Värmdö,2003,0.0,0.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,75.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,53.0,0.0,0.0,4.0,964.0,0.0,46.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,141.0
55,0120 Värmdö,2005,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,26.0,48.0,0.0,0.0,0.0,4.0,1041.0,0.0,12.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,149.0
56,0123 Järfälla,1981,52.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
57,0123 Järfälla,1985,42.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,12.0,0.0,15.0,14.0,21.0,0.0,1.0,193.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0
58,0123 Järfälla,1989,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,7.0,15.0,0.0,12.0,0.0,16.0,0.0,26.0,0.0,0.0,178.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0
59,0123 Järfälla,1990,34.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,0.0,6.0,6.0,0.0,0.0,0.0,29.0,0.0,12.0,0.0,0.0,184.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0
60,0123 Järfälla,1991,29.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,15.0,0.0,0.0,177.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0
61,0123 Järfälla,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0123 Järfälla,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0123 Järfälla,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,15.0,8.0,0.0,4.0,54.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
64,0123 Järfälla,1995,0.0,0.0,49.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,7.0
65,0123 Järfälla,1999,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,11.0
66,0123 Järfälla,2001,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,12.0,0.0,0.0,235.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0123 Järfälla,2002,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,12.0,0.0,0.0,243.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0123 Järfälla,2003,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,18.0
69,0123 Järfälla,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0125 Ekerö,1981,1465.0,0.0,303.0,52.0,14.0,0.0,0.0,0.0,20.0,37.0,0.0,15.0,1358.0,0.0,134.0,17.0,0.0,175.0,0.0,386.0,322.0,918.0,0.0,196.0,6772.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,35.0,718.0
71,0125 Ekerö,1985,1389.0,0.0,212.0,235.0,14.0,0.0,0.0,0.0,1.0,34.0,0.0,6.0,1062.0,0.0,203.0,18.0,0.0,125.0,0.0,493.0,442.0,866.0,0.0,174.0,6789.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,21.0,819.0
72,0125 Ekerö,1989,1085.0,0.0,952.0,83.0,14.0,0.0,0.0,0.0,9.0,18.0,0.0,31.0,1055.0,0.0,153.0,16.0,0.0,138.0,0.0,419.0,167.0,161.0,0.0,114.0,6729.0,0.0,0.0,0.0,829.0,0.0,0.0,0.0,5.0,179.0,1301.0
73,0125 Ekerö,1990,1232.0,0.0,763.0,82.0,9.0,0.0,0.0,0.0,10.0,0.0,16.0,95.0,800.0,0.0,175.0,63.0,0.0,136.0,0.0,296.0,133.0,148.0,0.0,119.0,6701.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,29.0,81.0,1613.0
74,0125 Ekerö,1991,1010.0,0.0,396.0,49.0,59.0,0.0,0.0,0.0,13.0,0.0,6.0,35.0,929.0,0.0,145.0,1179.0,0.0,64.0,0.0,217.0,113.0,147.0,0.0,87.0,6479.0,0.0,0.0,0.0,1092.0,0.0,0.0,0.0,9.0,144.0,785.0
75,0125 Ekerö,1992,874.0,0.0,520.0,32.0,27.0,0.0,0.0,0.0,9.0,0.0,15.0,149.0,722.0,0.0,171.0,913.0,0.0,73.0,0.0,276.0,84.0,236.0,0.0,84.0,6222.0,0.0,0.0,0.0,1145.0,0.0,0.0,0.0,0.0,57.0,835.0
76,0125 Ekerö,1993,0.0,0.0,341.0,27.0,0.0,0.0,0.0,598.0,6.0,0.0,0.0,78.0,671.0,0.0,223.0,797.0,0.0,64.0,828.0,260.0,113.0,199.0,0.0,84.0,6091.0,8.0,0.0,0.0,0.0,758.0,0.0,17.0,7.0,38.0,977.0
77,0125 Ekerö,1994,0.0,0.0,291.0,19.0,0.0,0.0,0.0,617.0,0.0,9.0,0.0,111.0,722.0,0.0,244.0,783.0,0.0,47.0,961.0,292.0,156.0,208.0,0.0,70.0,6015.0,0.0,0.0,0.0,0.0,726.0,0.0,28.0,11.0,11.0,711.0
78,0125 Ekerö,1995,0.0,0.0,1118.0,55.0,0.0,0.0,0.0,608.0,0.0,2.0,0.0,72.0,486.0,0.0,243.0,383.0,0.0,41.0,1149.0,165.0,83.0,205.0,0.0,57.0,6116.0,71.0,0.0,0.0,0.0,662.0,0.0,35.0,11.0,28.0,644.0
79,0125 Ekerö,1999,0.0,141.0,730.0,132.0,17.0,0.0,129.0,0.0,2.0,8.0,0.0,21.0,645.0,141.0,4.0,80.0,0.0,38.0,1168.0,389.0,56.0,160.0,0.0,33.0,6130.0,25.0,0.0,0.0,1357.0,0.0,0.0,18.0,0.0,25.0,815.0
80,0125 Ekerö,2001,0.0,126.0,685.0,182.0,12.0,0.0,86.0,0.0,30.0,0.0,0.0,0.0,612.0,41.0,32.0,0.0,0.0,22.0,970.0,141.0,47.0,76.0,0.0,26.0,6149.0,21.0,170.0,0.0,1436.0,0.0,0.0,8.0,0.0,0.0,1428.0
81,0125 Ekerö,2002,0.0,121.0,714.0,192.0,8.0,0.0,66.0,0.0,46.0,0.0,0.0,0.0,662.0,42.0,1.0,36.0,0.0,39.0,803.0,207.0,27.0,69.0,0.0,18.0,6047.0,23.0,125.0,0.0,1474.0,0.0,0.0,27.0,80.0,11.0,1256.0
82,0125 Ekerö,2003,0.0,121.0,792.0,152.0,6.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,588.0,124.0,0.0,31.0,0.0,18.0,448.0,196.0,28.0,38.0,0.0,12.0,6009.0,58.0,79.0,0.0,1461.0,0.0,0.0,25.0,0.0,9.0,1767.0
83,0125 Ekerö,2005,0.0,108.0,815.0,126.0,7.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,261.0,108.0,9.0,7.0,0.0,0.0,597.0,362.0,0.0,0.0,0.0,14.0,6229.0,151.0,31.0,0.0,1889.0,0.0,0.0,0.0,125.0,0.0,1513.0
84,0126 Huddinge,1981,55.0,0.0,9.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,2.0,499.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,2.0
85,0126 Huddinge,1985,29.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,55.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,1.0,450.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,1.0
86,0126 Huddinge,1989,26.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,32.0
87,0126 Huddinge,1990,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,35.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,525.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,47.0
