,region,year,barley,energy forest,fallow land,"field peas for cooking, fodder peas, vetches and field beans",green fodder,green peas,horticulture plants,ley for hay and forage plants,ley for seeds,mixed grain,mixed grain and triticale,not utilized ley for hay and pasture,oats,oil flax,other crops,other untilled arable land,potatoes for processing of starch,rye,spring barley,spring rape,spring turnip rape,spring wheat,sugar beets,table potatoes,total arable land,triticale,unspecified arable land,utilized ley for hay,utilized ley for hay and pasture,utilized pasture,white beans,winter barley,winter rape,winter turnip rape,winter wheat
890,0682 Nässjö,1995,0.0,0.0,96.0,7.0,0.0,0.0,0.0,6089.0,0.0,125.0,0.0,58.0,640.0,0.0,11.0,61.0,0.0,2.0,964.0,0.0,0.0,3.0,0.0,26.0,9155.0,34.0,0.0,0.0,0.0,999.0,0.0,34.0,0.0,0.0,6.0
891,0682 Nässjö,1999,0.0,0.0,82.0,1.0,147.0,0.0,5.0,0.0,0.0,77.0,0.0,104.0,543.0,0.0,0.0,74.0,0.0,0.0,780.0,0.0,0.0,9.0,0.0,20.0,8846.0,89.0,0.0,0.0,6896.0,0.0,0.0,15.0,0.0,0.0,5.0
892,0682 Nässjö,2001,0.0,0.0,124.0,0.0,185.0,0.0,1.0,0.0,0.0,86.0,0.0,0.0,492.0,0.0,30.0,0.0,0.0,0.0,694.0,0.0,0.0,6.0,0.0,16.0,8430.0,98.0,261.0,0.0,6423.0,0.0,0.0,10.0,0.0,0.0,5.0
893,0682 Nässjö,2002,0.0,0.0,115.0,0.0,266.0,0.0,1.0,0.0,0.0,73.0,0.0,0.0,453.0,0.0,0.0,28.0,0.0,0.0,670.0,0.0,0.0,1.0,0.0,17.0,8366.0,53.0,209.0,0.0,6467.0,0.0,0.0,11.0,0.0,0.0,2.0
894,0682 Nässjö,2003,0.0,0.0,157.0,2.0,271.0,0.0,3.0,0.0,0.0,78.0,0.0,0.0,434.0,0.0,1.0,34.0,0.0,0.0,604.0,0.0,0.0,1.0,0.0,15.0,8266.0,55.0,113.0,0.0,6463.0,0.0,0.0,30.0,1.0,0.0,3.0
895,0682 Nässjö,2005,0.0,0.0,318.0,0.0,216.0,0.0,2.0,0.0,0.0,132.0,0.0,0.0,374.0,0.0,0.0,3.0,0.0,0.0,534.0,0.0,0.0,3.0,0.0,13.0,8358.0,32.0,89.0,0.0,6605.0,0.0,0.0,30.0,0.0,0.0,7.0
896,0683 Värnamo,1981,1245.0,0.0,129.0,11.0,112.0,0.0,0.0,0.0,1.0,556.0,0.0,74.0,2069.0,0.0,23.0,42.0,4.0,14.0,0.0,16.0,12.0,10.0,0.0,109.0,10043.0,0.0,0.0,0.0,5608.0,0.0,0.0,0.0,0.0,0.0,8.0
897,0683 Värnamo,1985,1483.0,0.0,93.0,24.0,93.0,0.0,0.0,0.0,1.0,527.0,0.0,81.0,1849.0,0.0,64.0,33.0,4.0,27.0,0.0,29.0,10.0,7.0,0.0,86.0,9778.0,0.0,0.0,0.0,5367.0,0.0,0.0,0.0,0.0,0.0,0.0
898,0683 Värnamo,1989,1232.0,0.0,172.0,10.0,169.0,0.0,0.0,0.0,1.0,303.0,0.0,154.0,1731.0,0.0,65.0,48.0,5.0,24.0,0.0,28.0,11.0,6.0,0.0,64.0,9444.0,0.0,0.0,0.0,5417.0,0.0,0.0,0.0,4.0,0.0,0.0
899,0683 Värnamo,1990,1148.0,0.0,178.0,13.0,142.0,0.0,0.0,0.0,1.0,0.0,337.0,124.0,1635.0,0.0,45.0,31.0,4.0,61.0,0.0,31.0,2.0,9.0,0.0,68.0,9352.0,0.0,0.0,0.0,5498.0,0.0,0.0,0.0,13.0,0.0,12.0
900,0683 Värnamo,1991,1091.0,0.0,144.0,3.0,117.0,0.0,0.0,0.0,0.0,0.0,343.0,141.0,1554.0,0.0,49.0,137.0,4.0,28.0,0.0,27.0,8.0,10.0,0.0,59.0,9359.0,0.0,0.0,0.0,5627.0,0.0,0.0,0.0,0.0,0.0,17.0
901,0683 Värnamo,1992,1115.0,0.0,110.0,2.0,105.0,0.0,0.0,0.0,4.0,0.0,287.0,116.0,1546.0,0.0,61.0,107.0,4.0,23.0,0.0,19.0,7.0,21.0,0.0,58.0,9323.0,0.0,0.0,0.0,5714.0,0.0,0.0,0.0,0.0,0.0,24.0
902,0683 Värnamo,1993,0.0,0.0,146.0,5.0,0.0,0.0,0.0,4798.0,4.0,212.0,0.0,66.0,1422.0,0.0,66.0,81.0,3.0,55.0,967.0,16.0,4.0,13.0,0.0,55.0,9419.0,24.0,0.0,0.0,0.0,1379.0,0.0,26.0,0.0,0.0,77.0
903,0683 Värnamo,1994,0.0,0.0,120.0,7.0,0.0,0.0,0.0,4894.0,0.0,240.0,0.0,83.0,1349.0,0.0,56.0,117.0,3.0,36.0,949.0,24.0,3.0,12.0,0.0,61.0,9422.0,50.0,0.0,0.0,0.0,1384.0,0.0,19.0,0.0,0.0,16.0
904,0683 Värnamo,1995,0.0,0.0,268.0,4.0,0.0,0.0,0.0,4840.0,4.0,246.0,0.0,102.0,1193.0,0.0,57.0,67.0,10.0,29.0,918.0,18.0,8.0,14.0,0.0,54.0,9351.0,48.0,0.0,0.0,0.0,1398.0,0.0,20.0,0.0,0.0,53.0
905,0683 Värnamo,1999,0.0,0.0,397.0,4.0,105.0,0.0,2.0,0.0,10.0,185.0,0.0,87.0,871.0,9.0,54.0,60.0,4.0,8.0,1108.0,9.0,0.0,6.0,0.0,64.0,9029.0,121.0,0.0,0.0,5874.0,0.0,0.0,18.0,0.0,0.0,34.0
906,0683 Värnamo,2001,0.0,0.0,450.0,4.0,102.0,0.0,2.0,0.0,0.0,134.0,0.0,0.0,863.0,0.0,16.0,0.0,0.0,11.0,837.0,5.0,3.0,16.0,0.0,60.0,8469.0,239.0,329.0,0.0,5348.0,0.0,0.0,3.0,0.0,0.0,49.0
907,0683 Värnamo,2002,0.0,0.0,482.0,6.0,173.0,0.0,6.0,0.0,0.0,119.0,0.0,0.0,852.0,0.0,3.0,20.0,0.0,4.0,886.0,4.0,0.0,26.0,0.0,67.0,8458.0,136.0,283.0,0.0,5356.0,0.0,0.0,8.0,0.0,0.0,27.0
908,0683 Värnamo,2003,0.0,0.0,466.0,11.0,88.0,0.0,6.0,0.0,0.0,94.0,0.0,0.0,877.0,0.0,0.0,32.0,0.0,0.0,849.0,6.0,0.0,3.0,0.0,64.0,8532.0,234.0,236.0,0.0,5505.0,0.0,0.0,0.0,0.0,0.0,62.0
909,0683 Värnamo,2005,0.0,0.0,629.0,0.0,115.0,0.0,6.0,0.0,0.0,107.0,0.0,0.0,694.0,0.0,0.0,5.0,0.0,1.0,819.0,13.0,0.0,33.0,0.0,55.0,8595.0,168.0,152.0,0.0,5788.0,0.0,0.0,0.0,0.0,0.0,8.0
910,0684 Sävsjö,1981,639.0,0.0,64.0,13.0,66.0,0.0,0.0,0.0,0.0,248.0,0.0,63.0,1295.0,0.0,0.0,13.0,1.0,7.0,0.0,0.0,13.0,12.0,0.0,86.0,6527.0,0.0,0.0,0.0,4002.0,0.0,0.0,0.0,0.0,0.0,5.0
911,0684 Sävsjö,1985,802.0,0.0,48.0,13.0,65.0,0.0,0.0,0.0,1.0,198.0,0.0,34.0,1144.0,0.0,1.0,11.0,0.0,14.0,0.0,0.0,23.0,5.0,0.0,50.0,6512.0,0.0,0.0,0.0,4088.0,0.0,0.0,0.0,0.0,0.0,15.0
912,0684 Sävsjö,1989,588.0,0.0,36.0,14.0,126.0,0.0,0.0,0.0,0.0,147.0,0.0,85.0,1040.0,0.0,8.0,10.0,0.0,13.0,0.0,0.0,33.0,1.0,0.0,35.0,6293.0,0.0,0.0,0.0,4153.0,0.0,0.0,0.0,0.0,0.0,4.0
913,0684 Sävsjö,1990,601.0,0.0,44.0,8.0,126.0,0.0,0.0,0.0,0.0,0.0,116.0,56.0,920.0,0.0,6.0,8.0,0.0,8.0,0.0,0.0,27.0,3.0,0.0,32.0,6358.0,0.0,0.0,0.0,4390.0,0.0,0.0,0.0,0.0,0.0,13.0
914,0684 Sävsjö,1991,567.0,0.0,42.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,93.0,75.0,924.0,0.0,8.0,35.0,0.0,9.0,0.0,0.0,15.0,8.0,0.0,30.0,6289.0,0.0,0.0,0.0,4376.0,0.0,0.0,0.0,0.0,0.0,15.0
915,0684 Sävsjö,1992,501.0,0.0,53.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,123.0,38.0,880.0,0.0,10.0,40.0,0.0,6.0,0.0,0.0,24.0,4.0,0.0,27.0,6268.0,0.0,0.0,0.0,4484.0,0.0,0.0,0.0,0.0,0.0,22.0
916,0684 Sävsjö,1993,0.0,0.0,35.0,5.0,0.0,0.0,0.0,4159.0,2.0,103.0,0.0,37.0,810.0,0.0,3.0,5.0,0.0,22.0,458.0,0.0,29.0,6.0,0.0,28.0,6478.0,4.0,0.0,0.0,0.0,725.0,0.0,8.0,0.0,0.0,38.0
917,0684 Sävsjö,1994,0.0,0.0,62.0,5.0,0.0,0.0,0.0,4165.0,3.0,113.0,0.0,38.0,756.0,0.0,4.0,8.0,0.0,5.0,455.0,0.0,24.0,1.0,0.0,26.0,6487.0,17.0,0.0,0.0,0.0,782.0,0.0,4.0,0.0,0.0,19.0
918,0684 Sävsjö,1995,0.0,0.0,82.0,4.0,0.0,0.0,0.0,4131.0,0.0,92.0,0.0,30.0,690.0,0.0,3.0,39.0,0.0,5.0,416.0,0.0,13.0,2.0,0.0,25.0,6342.0,10.0,0.0,0.0,0.0,762.0,0.0,17.0,0.0,0.0,23.0
919,0684 Sävsjö,1999,0.0,0.0,81.0,0.0,67.0,0.0,4.0,0.0,1.0,63.0,0.0,52.0,491.0,0.0,4.0,41.0,0.0,3.0,401.0,0.0,0.0,1.0,0.0,15.0,6012.0,83.0,0.0,0.0,4676.0,0.0,0.0,25.0,0.0,0.0,4.0
920,0684 Sävsjö,2001,0.0,0.0,152.0,0.0,63.0,0.0,4.0,0.0,0.0,40.0,0.0,0.0,491.0,0.0,10.0,0.0,0.0,1.0,400.0,0.0,0.0,3.0,0.0,11.0,5912.0,65.0,233.0,0.0,4436.0,0.0,0.0,1.0,0.0,0.0,2.0
921,0684 Sävsjö,2002,0.0,0.0,144.0,0.0,81.0,0.0,5.0,0.0,0.0,43.0,0.0,0.0,448.0,0.0,1.0,11.0,0.0,2.0,379.0,0.0,0.0,1.0,0.0,11.0,5936.0,33.0,271.0,0.0,4500.0,0.0,0.0,1.0,0.0,0.0,4.0
922,0684 Sävsjö,2003,0.0,0.0,147.0,0.0,114.0,0.0,3.0,0.0,0.0,81.0,0.0,0.0,399.0,0.0,1.0,12.0,0.0,0.0,315.0,0.0,0.0,1.0,0.0,10.0,5785.0,79.0,145.0,0.0,4463.0,0.0,0.0,3.0,0.0,0.0,11.0
923,0684 Sävsjö,2005,0.0,0.0,165.0,0.0,152.0,0.0,3.0,0.0,0.0,39.0,0.0,0.0,389.0,0.0,0.0,3.0,0.0,0.0,280.0,0.0,0.0,2.0,0.0,4.0,5934.0,43.0,108.0,0.0,4731.0,0.0,0.0,9.0,0.0,0.0,6.0
924,0685 Vetlanda,1981,1371.0,0.0,83.0,12.0,150.0,0.0,0.0,0.0,18.0,886.0,0.0,76.0,3445.0,0.0,2.0,41.0,0.0,14.0,0.0,0.0,7.0,20.0,0.0,66.0,15316.0,0.0,0.0,0.0,9117.0,0.0,0.0,0.0,0.0,0.0,8.0
925,0685 Vetlanda,1985,1984.0,0.0,92.0,36.0,250.0,0.0,0.0,0.0,9.0,585.0,0.0,89.0,3014.0,0.0,4.0,63.0,2.0,14.0,0.0,6.0,27.0,14.0,0.0,54.0,15130.0,0.0,0.0,0.0,8880.0,0.0,0.0,0.0,0.0,0.0,7.0
926,0685 Vetlanda,1989,1536.0,0.0,185.0,39.0,235.0,0.0,0.0,0.0,8.0,377.0,0.0,157.0,2683.0,0.0,6.0,55.0,0.0,39.0,0.0,1.0,20.0,14.0,0.0,30.0,14699.0,0.0,0.0,0.0,9309.0,0.0,0.0,0.0,0.0,0.0,5.0
927,0685 Vetlanda,1990,1469.0,0.0,131.0,13.0,295.0,0.0,0.0,0.0,7.0,0.0,369.0,122.0,2497.0,0.0,7.0,49.0,0.0,47.0,0.0,5.0,12.0,10.0,0.0,24.0,14487.0,0.0,0.0,0.0,9417.0,0.0,0.0,0.0,0.0,0.0,13.0
928,0685 Vetlanda,1991,1372.0,0.0,116.0,33.0,223.0,0.0,0.0,0.0,16.0,0.0,333.0,137.0,2380.0,0.0,9.0,146.0,0.0,22.0,0.0,0.0,8.0,10.0,0.0,25.0,14444.0,0.0,0.0,0.0,9604.0,0.0,0.0,0.0,0.0,0.0,10.0
929,0685 Vetlanda,1992,1120.0,0.0,82.0,1.0,216.0,0.0,0.0,0.0,4.0,0.0,279.0,128.0,2525.0,0.0,12.0,182.0,0.0,19.0,0.0,0.0,5.0,14.0,0.0,22.0,14576.0,0.0,0.0,0.0,9956.0,0.0,0.0,0.0,0.0,0.0,11.0
930,0685 Vetlanda,1993,0.0,0.0,54.0,7.0,0.0,0.0,0.0,8454.0,1.0,311.0,0.0,154.0,2208.0,0.0,12.0,88.0,0.0,24.0,1036.0,1.0,0.0,8.0,0.0,22.0,14577.0,24.0,0.0,0.0,0.0,2075.0,0.0,43.0,0.0,0.0,56.0
931,0685 Vetlanda,1994,0.0,0.0,70.0,7.0,0.0,0.0,0.0,8605.0,5.0,307.0,0.0,76.0,2269.0,0.0,12.0,116.0,0.0,16.0,1087.0,1.0,0.0,12.0,0.0,21.0,14715.0,32.0,0.0,0.0,0.0,2029.0,0.0,29.0,0.0,0.0,21.0
932,0685 Vetlanda,1995,0.0,0.0,209.0,7.0,0.0,0.0,0.0,8529.0,1.0,328.0,0.0,85.0,2015.0,0.0,9.0,61.0,0.0,9.0,1032.0,0.0,0.0,13.0,0.0,23.0,14080.0,23.0,0.0,0.0,0.0,1698.0,0.0,28.0,0.0,0.0,9.0
933,0685 Vetlanda,1999,0.0,0.0,157.0,2.0,167.0,0.0,6.0,0.0,1.0,359.0,0.0,88.0,1438.0,0.0,0.0,72.0,0.0,5.0,981.0,0.0,0.0,14.0,0.0,19.0,13645.0,131.0,0.0,0.0,10184.0,0.0,0.0,13.0,0.0,0.0,9.0
934,0685 Vetlanda,2001,0.0,0.0,270.0,3.0,171.0,0.0,3.0,0.0,0.0,232.0,0.0,0.0,1358.0,0.0,21.0,0.0,0.0,3.0,815.0,0.0,0.0,1.0,0.0,13.0,13283.0,183.0,213.0,0.0,9980.0,0.0,0.0,5.0,0.0,0.0,14.0
935,0685 Vetlanda,2002,0.0,0.0,308.0,7.0,219.0,0.0,5.0,0.0,0.0,252.0,0.0,0.0,1191.0,0.0,3.0,33.0,0.0,3.0,872.0,0.0,0.0,0.0,0.0,13.0,13315.0,87.0,169.0,0.0,10143.0,0.0,0.0,5.0,0.0,0.0,6.0
936,0685 Vetlanda,2003,0.0,0.0,382.0,10.0,183.0,0.0,8.0,0.0,0.0,246.0,0.0,0.0,1114.0,0.0,1.0,46.0,0.0,1.0,779.0,0.0,0.0,1.0,0.0,10.0,13277.0,134.0,89.0,0.0,10255.0,0.0,0.0,4.0,0.0,0.0,14.0
937,0685 Vetlanda,2005,0.0,0.0,506.0,0.0,210.0,0.0,4.0,0.0,0.0,208.0,0.0,0.0,1015.0,0.0,0.0,6.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,5.0,13219.0,82.0,57.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0
938,0686 Eksjö,1981,774.0,0.0,33.0,8.0,96.0,0.0,0.0,0.0,6.0,361.0,0.0,39.0,1976.0,0.0,34.0,19.0,0.0,9.0,0.0,0.0,31.0,11.0,0.0,43.0,7769.0,0.0,0.0,0.0,4328.0,0.0,0.0,0.0,0.0,0.0,1.0
939,0686 Eksjö,1985,1080.0,0.0,59.0,8.0,87.0,0.0,0.0,0.0,18.0,280.0,0.0,37.0,1584.0,0.0,33.0,44.0,0.0,5.0,0.0,0.0,12.0,6.0,0.0,38.0,7661.0,0.0,0.0,0.0,4362.0,0.0,0.0,0.0,4.0,0.0,4.0
940,0686 Eksjö,1989,880.0,0.0,61.0,8.0,130.0,0.0,0.0,0.0,13.0,193.0,0.0,81.0,1357.0,0.0,3.0,31.0,0.0,8.0,0.0,0.0,13.0,6.0,0.0,32.0,7404.0,0.0,0.0,0.0,4584.0,0.0,0.0,0.0,0.0,0.0,4.0
941,0686 Eksjö,1990,860.0,0.0,63.0,2.0,162.0,0.0,0.0,0.0,9.0,0.0,145.0,59.0,1294.0,0.0,2.0,32.0,0.0,8.0,0.0,0.0,15.0,2.0,0.0,31.0,7402.0,0.0,0.0,0.0,4713.0,0.0,0.0,0.0,0.0,0.0,5.0
942,0686 Eksjö,1991,764.0,0.0,76.0,9.0,95.0,0.0,0.0,0.0,5.0,0.0,240.0,100.0,1335.0,0.0,5.0,23.0,0.0,8.0,0.0,0.0,10.0,2.0,0.0,31.0,7366.0,0.0,0.0,0.0,4660.0,0.0,0.0,0.0,0.0,0.0,3.0
943,0686 Eksjö,1992,711.0,0.0,53.0,0.0,121.0,0.0,0.0,0.0,10.0,0.0,227.0,60.0,1328.0,0.0,6.0,24.0,1.0,11.0,0.0,0.0,16.0,6.0,0.0,27.0,7342.0,0.0,0.0,0.0,4740.0,0.0,0.0,0.0,0.0,0.0,1.0
944,0686 Eksjö,1993,0.0,0.0,51.0,2.0,0.0,0.0,0.0,4471.0,15.0,209.0,0.0,37.0,1224.0,0.0,5.0,29.0,0.0,12.0,636.0,0.0,15.0,1.0,0.0,33.0,7441.0,5.0,0.0,0.0,0.0,642.0,0.0,40.0,0.0,0.0,14.0
945,0686 Eksjö,1994,0.0,0.0,34.0,3.0,0.0,0.0,0.0,4479.0,11.0,179.0,0.0,34.0,1169.0,0.0,9.0,36.0,0.0,8.0,748.0,0.0,18.0,5.0,0.0,22.0,7502.0,4.0,0.0,0.0,0.0,701.0,0.0,29.0,0.0,0.0,13.0
946,0686 Eksjö,1995,0.0,0.0,94.0,6.0,0.0,0.0,0.0,4449.0,2.0,329.0,0.0,30.0,1002.0,0.0,9.0,30.0,0.0,11.0,647.0,0.0,0.0,2.0,0.0,24.0,7288.0,31.0,0.0,0.0,0.0,678.0,0.0,35.0,1.0,0.0,8.0
947,0686 Eksjö,1999,0.0,0.0,87.0,12.0,80.0,0.0,1.0,0.0,1.0,196.0,0.0,27.0,816.0,0.0,0.0,54.0,0.0,4.0,663.0,0.0,1.0,3.0,0.0,20.0,7089.0,60.0,0.0,0.0,5047.0,0.0,0.0,17.0,0.0,0.0,0.0
948,0686 Eksjö,2001,0.0,0.0,156.0,0.0,92.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,706.0,0.0,22.0,0.0,0.0,1.0,532.0,0.0,0.0,5.0,0.0,10.0,7037.0,41.0,178.0,0.0,5127.0,0.0,0.0,8.0,0.0,0.0,9.0
949,0686 Eksjö,2002,0.0,0.0,190.0,0.0,162.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,646.0,0.0,1.0,22.0,0.0,1.0,499.0,0.0,0.0,0.0,0.0,14.0,7003.0,46.0,152.0,0.0,5144.0,0.0,0.0,2.0,0.0,0.0,11.0
950,0686 Eksjö,2003,0.0,0.0,214.0,0.0,176.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,601.0,0.0,1.0,25.0,0.0,1.0,560.0,1.0,0.0,5.0,0.0,10.0,7002.0,44.0,79.0,0.0,5200.0,0.0,0.0,6.0,0.0,0.0,23.0
951,0686 Eksjö,2005,0.0,0.0,341.0,0.0,174.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,541.0,0.0,0.0,2.0,0.0,0.0,481.0,0.0,0.0,3.0,0.0,8.0,7088.0,54.0,150.0,0.0,5313.0,0.0,0.0,0.0,0.0,0.0,0.0
952,0687 Tranås,1981,771.0,0.0,55.0,8.0,99.0,0.0,0.0,0.0,5.0,462.0,0.0,27.0,1098.0,0.0,8.0,13.0,0.0,12.0,0.0,1.0,60.0,7.0,0.0,20.0,5524.0,0.0,0.0,0.0,2845.0,0.0,0.0,0.0,8.0,16.0,9.0
953,0687 Tranås,1985,954.0,0.0,60.0,33.0,99.0,0.0,0.0,0.0,8.0,399.0,0.0,110.0,950.0,0.0,15.0,26.0,0.0,22.0,0.0,0.0,51.0,6.0,0.0,19.0,5509.0,0.0,0.0,0.0,2741.0,0.0,0.0,0.0,3.0,0.0,13.0
954,0687 Tranås,1989,828.0,0.0,102.0,5.0,47.0,0.0,0.0,0.0,1.0,283.0,0.0,82.0,920.0,0.0,30.0,6.0,0.0,48.0,0.0,0.0,4.0,13.0,0.0,5.0,5315.0,0.0,0.0,0.0,2910.0,0.0,0.0,0.0,7.0,0.0,24.0
955,0687 Tranås,1990,797.0,0.0,75.0,5.0,118.0,0.0,0.0,0.0,2.0,0.0,223.0,15.0,887.0,0.0,17.0,5.0,0.0,35.0,0.0,0.0,5.0,12.0,0.0,3.0,5325.0,0.0,0.0,0.0,3077.0,0.0,0.0,0.0,14.0,0.0,35.0
956,0687 Tranås,1991,747.0,0.0,33.0,11.0,89.0,0.0,0.0,0.0,0.0,0.0,254.0,53.0,841.0,0.0,16.0,46.0,0.0,13.0,0.0,0.0,7.0,14.0,0.0,4.0,5301.0,0.0,0.0,0.0,3152.0,0.0,0.0,0.0,4.0,0.0,17.0
957,0687 Tranås,1992,664.0,0.0,48.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,351.0,70.0,758.0,0.0,17.0,22.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,2.0,5207.0,0.0,0.0,0.0,3156.0,0.0,0.0,0.0,0.0,0.0,16.0
958,0687 Tranås,1993,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2997.0,0.0,282.0,0.0,76.0,707.0,0.0,12.0,38.0,0.0,22.0,609.0,0.0,0.0,3.0,0.0,3.0,5353.0,25.0,0.0,0.0,0.0,522.0,0.0,18.0,0.0,0.0,25.0
959,0687 Tranås,1994,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3005.0,0.0,225.0,0.0,28.0,692.0,0.0,14.0,72.0,0.0,21.0,719.0,0.0,0.0,1.0,0.0,3.0,5358.0,24.0,0.0,0.0,0.0,492.0,0.0,18.0,0.0,0.0,5.0
960,0687 Tranås,1995,0.0,0.0,165.0,0.0,0.0,0.0,0.0,3006.0,0.0,216.0,0.0,29.0,579.0,0.0,13.0,14.0,0.0,3.0,750.0,0.0,0.0,5.0,0.0,4.0,5210.0,23.0,0.0,0.0,0.0,384.0,0.0,16.0,0.0,0.0,6.0
961,0687 Tranås,1999,0.0,3.0,156.0,4.0,43.0,0.0,20.0,0.0,0.0,256.0,0.0,7.0,501.0,6.0,0.0,25.0,0.0,8.0,594.0,0.0,0.0,5.0,0.0,1.0,5046.0,70.0,0.0,0.0,3333.0,0.0,0.0,5.0,0.0,0.0,11.0
962,0687 Tranås,2001,0.0,0.0,208.0,15.0,139.0,0.0,13.0,0.0,0.0,164.0,0.0,0.0,462.0,0.0,13.0,0.0,0.0,0.0,529.0,0.0,0.0,7.0,0.0,1.0,5015.0,110.0,91.0,0.0,3244.0,0.0,0.0,0.0,0.0,0.0,21.0
963,0687 Tranås,2002,0.0,0.0,195.0,8.0,205.0,0.0,1.0,0.0,0.0,136.0,0.0,0.0,389.0,0.0,4.0,8.0,0.0,0.0,521.0,0.0,0.0,4.0,0.0,1.0,4996.0,87.0,58.0,0.0,3362.0,0.0,0.0,0.0,0.0,0.0,17.0
964,0687 Tranås,2003,0.0,0.0,227.0,3.0,172.0,0.0,1.0,0.0,0.0,145.0,0.0,0.0,426.0,0.0,4.0,10.0,0.0,0.0,493.0,0.0,0.0,11.0,0.0,0.0,4988.0,119.0,39.0,0.0,3319.0,0.0,0.0,0.0,6.0,0.0,13.0
965,0687 Tranås,2005,0.0,0.0,213.0,13.0,216.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,346.0,0.0,0.0,3.0,0.0,1.0,512.0,0.0,0.0,0.0,0.0,0.0,4979.0,100.0,0.0,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,18.0
966,0760 Uppvidinge,1981,538.0,0.0,14.0,6.0,50.0,0.0,0.0,0.0,1.0,107.0,0.0,37.0,341.0,0.0,0.0,11.0,0.0,8.0,0.0,2.0,14.0,6.0,0.0,20.0,3297.0,0.0,0.0,0.0,2140.0,0.0,0.0,0.0,0.0,0.0,2.0
967,0760 Uppvidinge,1985,575.0,0.0,21.0,8.0,65.0,0.0,0.0,0.0,2.0,94.0,0.0,18.0,287.0,0.0,2.0,14.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,12.0,3110.0,0.0,0.0,0.0,1997.0,0.0,0.0,0.0,0.0,0.0,1.0
968,0760 Uppvidinge,1989,487.0,0.0,19.0,1.0,25.0,0.0,0.0,0.0,0.0,47.0,0.0,12.0,305.0,0.0,3.0,21.0,0.0,4.0,0.0,3.0,0.0,8.0,0.0,6.0,3020.0,0.0,0.0,0.0,2076.0,0.0,0.0,0.0,0.0,0.0,3.0
969,0760 Uppvidinge,1990,502.0,0.0,24.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,319.0,0.0,4.0,16.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,8.0,2982.0,0.0,0.0,0.0,1990.0,0.0,0.0,0.0,0.0,0.0,4.0
970,0760 Uppvidinge,1991,481.0,0.0,40.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,39.0,32.0,315.0,0.0,2.0,28.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,6.0,2948.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,0.0,3.0
971,0760 Uppvidinge,1992,456.0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,343.0,0.0,2.0,26.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,8.0,2928.0,0.0,0.0,0.0,1968.0,0.0,0.0,0.0,0.0,0.0,1.0
972,0760 Uppvidinge,1993,0.0,0.0,13.0,6.0,0.0,0.0,0.0,1734.0,3.0,31.0,0.0,30.0,292.0,0.0,2.0,10.0,0.0,15.0,427.0,0.0,0.0,4.0,0.0,8.0,2998.0,3.0,0.0,0.0,0.0,391.0,0.0,9.0,0.0,0.0,22.0
973,0760 Uppvidinge,1994,0.0,0.0,21.0,2.0,0.0,0.0,0.0,1789.0,0.0,38.0,0.0,40.0,273.0,0.0,0.0,12.0,0.0,3.0,386.0,4.0,4.0,6.0,0.0,6.0,2999.0,9.0,0.0,0.0,0.0,394.0,0.0,14.0,0.0,0.0,1.0
974,0760 Uppvidinge,1995,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1782.0,1.0,53.0,0.0,56.0,208.0,0.0,1.0,19.0,0.0,8.0,319.0,3.0,0.0,1.0,0.0,6.0,2871.0,18.0,0.0,0.0,0.0,349.0,0.0,10.0,0.0,0.0,7.0
975,0760 Uppvidinge,1999,0.0,0.0,16.0,0.0,38.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,173.0,0.0,1.0,32.0,0.0,1.0,318.0,0.0,0.0,1.0,0.0,3.0,2648.0,47.0,0.0,0.0,1973.0,0.0,0.0,10.0,0.0,0.0,3.0
976,0760 Uppvidinge,2001,0.0,0.0,19.0,7.0,74.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,194.0,0.0,3.0,0.0,0.0,4.0,242.0,0.0,0.0,0.0,0.0,3.0,2559.0,65.0,121.0,0.0,1812.0,0.0,0.0,11.0,0.0,0.0,2.0
